TransactionID,Date,AccountID,CustomerID,ProductID,TransactionType,TransactionChannel,Amount,Status
TXN000696,2024-11-19,ACC00600,CUST00182,PRD007,Debit,UPI,11921.96,Success
TXN000697,2023-03-16,ACC00895,CUST00687,PRD004,Credit,POS,7685.67,Success
TXN000698,2024-04-12,ACC00250,CUST00600,PRD006,Credit,Net Banking,20679.22,Success
TXN000699,2024-10-16,ACC00996,CUST00670,PRD010,Debit,UPI,457445.75,Success
TXN000700,2025-05-27,ACC00260,CUST00057,PRD014,Credit,UPI,26457.59,Success
TXN000701,2023-09-03,ACC00390,CUST00253,PRD011,Credit,UPI,176850.59,Success
TXN000702,2025-02-28,ACC00951,CUST00591,PRD005,Debit,UPI,3315.53,Failed
TXN000703,2025-10-07,ACC00984,CUST00723,PRD013,Credit,Net Banking,45227.58,Success
TXN000704,2023-07-11,ACC00106,CUST00342,PRD013,Credit,ATM,40985.86,Success
TXN000705,2025-04-22,ACC00353,CUST00587,PRD013,Debit,UPI,15860.53,Success
TXN000706,2025-08-24,ACC00239,CUST00096,PRD010,Credit,Net Banking,116817.31,Success
TXN000707,2025-05-11,ACC00462,CUST00699,PRD012,Debit,Mobile App,30440.01,Success
TXN000708,2025-07-22,ACC00052,CUST00351,PRD016,Credit,UPI,12324.87,Success
TXN000709,2025-06-24,ACC00568,CUST00566,PRD009,Credit,UPI,330223.59,Success
TXN000710,2025-07-04,ACC00903,CUST00250,PRD009,Debit,UPI,400326.46,Success
TXN000711,2025-12-18,ACC00076,CUST00788,PRD002,Credit,ATM,10434.81,Success
TXN000712,2025-05-17,ACC00652,CUST00136,PRD010,Credit,Mobile App,204639.2,Success
TXN000713,2025-05-04,ACC00466,CUST00616,PRD012,Debit,Net Banking,35082.92,Success
TXN000714,2025-12-06,ACC00443,CUST00797,PRD016,Credit,ATM,22075.64,Success
TXN000715,2025-04-28,ACC00043,CUST00457,PRD005,Debit,Net Banking,18190.79,Success
TXN000716,2025-09-15,ACC00593,CUST00602,PRD009,Debit,Branch,385693.18,Success
TXN000717,2025-02-17,ACC00641,CUST00500,PRD013,Credit,UPI,25467.54,Success
TXN000718,2025-09-01,ACC00007,CUST00161,PRD001,Debit,Mobile App,5263.57,Success
TXN000719,2024-07-29,ACC00322,CUST00426,PRD007,Credit,UPI,16922.99,Success
TXN000720,2025-12-29,ACC00256,CUST00720,PRD005,Debit,UPI,4940.65,Success
TXN000721,2025-02-01,ACC00965,CUST00720,PRD001,Credit,UPI,3498.37,Success
TXN000722,2025-08-18,ACC00771,CUST00642,PRD003,Debit,Mobile App,59623.34,Success
TXN000723,2025-03-13,ACC00810,CUST00049,PRD011,Debit,Net Banking,245978.11,Success
TXN000724,2024-11-13,ACC00885,CUST00282,PRD014,Credit,UPI,30545.93,Success
TXN000725,2025-03-19,ACC00158,CUST00633,PRD003,Credit,UPI,100857.62,Success
TXN000726,2025-10-06,ACC00661,CUST00562,PRD006,Debit,UPI,11072.38,Success
TXN000727,2023-07-16,ACC00123,CUST00056,PRD015,Credit,Net Banking,13354.24,Success
TXN000728,2025-11-02,ACC00593,CUST00602,PRD010,Credit,UPI,270979.74,Success
TXN000729,2025-07-22,ACC00906,CUST00337,PRD014,Debit,Net Banking,34672.16,Success
TXN000730,2025-12-08,ACC00747,CUST00453,PRD002,Credit,Mobile App,9497.15,Success
TXN000731,2023-01-02,ACC00072,CUST00736,PRD005,Credit,UPI,5079.64,Success
TXN000732,2023-01-29,ACC00270,CUST00738,PRD010,Credit,UPI,413852.74,Success
TXN000733,2025-08-08,ACC00911,CUST00332,PRD005,Debit,UPI,2505.42,Failed
TXN000734,2025-05-13,ACC00337,CUST00391,PRD016,Debit,Net Banking,1195.91,Success
TXN000735,2025-09-12,ACC00261,CUST00154,PRD015,Credit,ATM,15706.98,Success
TXN000736,2025-09-13,ACC00795,CUST00392,PRD008,Debit,Branch,10754.22,Success
TXN000737,2025-12-29,ACC00204,CUST00426,PRD010,Credit,UPI,27197.39,Success
TXN000738,2025-07-17,ACC00904,CUST00614,PRD007,Debit,UPI,5580.4,Success
TXN000739,2025-06-08,ACC00302,CUST00273,PRD010,Debit,UPI,41090.69,Success
TXN000740,2024-09-05,ACC00121,CUST00369,PRD014,Debit,Mobile App,25229.01,Success
TXN000741,2024-11-29,ACC00944,CUST00663,PRD006,Debit,Net Banking,23063.38,Success
TXN000742,2023-01-13,ACC00264,CUST00301,PRD014,Debit,UPI,16555.54,Success
TXN000743,2024-02-08,ACC00254,CUST00664,PRD014,Debit,UPI,38684.62,Success
TXN000744,2024-09-07,ACC00829,CUST00408,PRD010,Credit,UPI,350060.05,Success
TXN000745,2025-10-09,ACC00831,CUST00070,PRD008,Debit,Net Banking,539.46,Success
TXN000746,2023-12-04,ACC00499,CUST00581,PRD012,Debit,Mobile App,37219.79,Success
TXN000747,2024-12-17,ACC00107,CUST00697,PRD010,Credit,Net Banking,30182.42,Success
TXN000748,2023-12-21,ACC00704,CUST00520,PRD005,Debit,UPI,10769.6,Success
TXN000749,2024-11-29,ACC00693,CUST00441,PRD007,Credit,UPI,12518.29,Success
TXN000750,2025-07-21,ACC00954,CUST00430,PRD015,Credit,UPI,6027.79,Success
TXN000751,2025-06-05,ACC00047,CUST00278,PRD001,Debit,POS,21945.56,Success
TXN000752,2025-09-15,ACC00205,CUST00415,PRD005,Credit,UPI,1086.23,Success
TXN000753,2023-10-13,ACC00719,CUST00614,PRD015,Debit,Mobile App,18788.72,Success
TXN000754,2025-11-27,ACC00248,CUST00434,PRD008,Credit,Net Banking,5224.85,Success
TXN000755,2023-07-12,ACC00942,CUST00379,PRD014,Credit,Branch,40171.86,Failed
TXN000756,2023-12-28,ACC00122,CUST00099,PRD004,Debit,UPI,13084.65,Success
TXN000757,2025-08-09,ACC00628,CUST00413,PRD002,Credit,Mobile App,12341.89,Success
TXN000758,2025-05-13,ACC00343,CUST00289,PRD006,Debit,UPI,23463.04,Failed
TXN000759,2024-06-16,ACC00066,CUST00211,PRD005,Credit,UPI,19901.3,Success
TXN000760,2025-08-23,ACC00567,CUST00055,PRD005,Credit,Mobile App,11730.15,Success
TXN000761,2025-11-09,ACC00575,CUST00716,PRD016,Credit,UPI,15185.7,Success
TXN000762,2025-08-13,ACC00515,CUST00519,PRD003,Credit,Mobile App,116672.48,Failed
TXN000763,2025-09-19,ACC00059,CUST00701,PRD002,Debit,Mobile App,9053.59,Failed
TXN000764,2025-10-10,ACC00046,CUST00193,PRD009,Credit,Mobile App,312509.23,Success
TXN000765,2024-10-16,ACC00634,CUST00676,PRD006,Credit,UPI,12101.82,Failed
TXN000766,2024-04-14,ACC00725,CUST00303,PRD013,Debit,Mobile App,45369.62,Success
TXN000767,2025-07-19,ACC00946,CUST00573,PRD012,Credit,Mobile App,9197.12,Success
TXN000768,2025-11-19,ACC00720,CUST00538,PRD013,Credit,UPI,28326.03,Success
TXN000769,2025-12-06,ACC00538,CUST00098,PRD016,Credit,UPI,4973.32,Success
TXN000770,2025-07-07,ACC00161,CUST00079,PRD004,Debit,UPI,18286.18,Success
TXN000771,2024-11-30,ACC00198,CUST00711,PRD007,Credit,Mobile App,9926.78,Success
TXN000772,2025-03-04,ACC00308,CUST00582,PRD007,Debit,UPI,24689.3,Success
TXN000773,2024-10-07,ACC00433,CUST00541,PRD001,Credit,ATM,3199.49,Failed
TXN000774,2024-08-09,ACC00467,CUST00169,PRD009,Debit,UPI,479406.5,Success
TXN000775,2025-07-21,ACC00069,CUST00587,PRD012,Debit,Net Banking,35601.86,Success
TXN000776,2025-07-17,ACC00088,CUST00236,PRD016,Debit,UPI,9694.8,Success
TXN000777,2025-12-02,ACC00188,CUST00772,PRD001,Credit,UPI,23044.57,Success
TXN000778,2025-11-23,ACC00928,CUST00319,PRD008,Credit,Net Banking,16675.32,Success
TXN000779,2024-04-22,ACC00076,CUST00788,PRD016,Credit,Mobile App,3769.45,Failed
TXN000780,2025-12-13,ACC00603,CUST00619,PRD008,Credit,Mobile App,4119.54,Success
TXN000781,2023-11-04,ACC00251,CUST00304,PRD009,Credit,UPI,204486.91,Success
TXN000782,2023-02-04,ACC00440,CUST00552,PRD015,Debit,POS,22757.73,Success
TXN000783,2025-12-30,ACC00642,CUST00740,PRD012,Debit,UPI,34745.92,Success
TXN000784,2025-11-28,ACC00606,CUST00407,PRD004,Credit,Mobile App,14693.39,Success
TXN000785,2025-11-08,ACC00152,CUST00740,PRD013,Debit,Net Banking,43536.19,Success
TXN000786,2024-09-17,ACC00625,CUST00235,PRD009,Credit,Mobile App,410829.45,Success
TXN000787,2024-11-10,ACC00117,CUST00196,PRD002,Credit,UPI,17505.32,Success
TXN000788,2025-10-10,ACC00458,CUST00658,PRD005,Credit,UPI,2512.08,Success
TXN000789,2025-10-02,ACC00605,CUST00109,PRD003,Debit,Mobile App,158403.33,Success
TXN000790,2025-09-20,ACC00301,CUST00260,PRD009,Credit,UPI,84479.39,Success
TXN000791,2025-02-11,ACC00037,CUST00682,PRD015,Credit,Mobile App,14220.59,Success
TXN000792,2025-10-26,ACC00919,CUST00083,PRD013,Credit,UPI,40554.34,Success
TXN000793,2024-01-11,ACC00294,CUST00668,PRD006,Credit,POS,11074.19,Success
TXN000794,2024-11-12,ACC00464,CUST00585,PRD006,Debit,UPI,2087.26,Success
TXN000795,2025-09-16,ACC00788,CUST00557,PRD004,Credit,UPI,838.7,Success
TXN000796,2025-09-05,ACC00524,CUST00226,PRD002,Credit,Mobile App,336.71,Success
TXN000797,2025-11-08,ACC00538,CUST00098,PRD012,Credit,POS,39565.75,Success
TXN000798,2025-11-09,ACC00475,CUST00066,PRD004,Credit,UPI,9454.08,Success
TXN000799,2025-03-24,ACC00150,CUST00524,PRD014,Debit,POS,24553.34,Success
TXN000800,2023-10-11,ACC00135,CUST00047,PRD016,Debit,Mobile App,17078.31,Success
TXN000801,2023-05-03,ACC00288,CUST00421,PRD014,Credit,UPI,18379.93,Success
TXN000802,2025-07-09,ACC00907,CUST00587,PRD010,Credit,Mobile App,439077.17,Failed
TXN000803,2025-07-25,ACC00400,CUST00179,PRD008,Debit,UPI,10105.03,Success
TXN000804,2024-07-07,ACC00214,CUST00617,PRD016,Debit,Branch,3160.07,Success
TXN000805,2025-08-14,ACC00238,CUST00625,PRD009,Debit,POS,139298.07,Success
TXN000806,2025-03-28,ACC00181,CUST00029,PRD011,Credit,Net Banking,267158.72,Success
TXN000807,2024-06-12,ACC00112,CUST00425,PRD001,Debit,UPI,23554.25,Success
TXN000808,2024-07-01,ACC00231,CUST00477,PRD003,Credit,Mobile App,485406.84,Success
TXN000809,2025-05-16,ACC00002,CUST00136,PRD013,Debit,Net Banking,24484.54,Success
TXN000810,2025-10-08,ACC00758,CUST00652,PRD010,Debit,Net Banking,470760.68,Success
TXN000811,2025-10-10,ACC00079,CUST00380,PRD008,Debit,Mobile App,17517.54,Success
TXN000812,2025-09-03,ACC00238,CUST00625,PRD004,Credit,UPI,17827.36,Success
TXN000813,2025-07-10,ACC00501,CUST00051,PRD013,Debit,ATM,35974.95,Success
TXN000814,2025-10-01,ACC00220,CUST00676,PRD012,Credit,Mobile App,41701.53,Success
TXN000815,2025-10-01,ACC00574,CUST00160,PRD011,Debit,POS,450276.12,Success
TXN000816,2025-08-02,ACC00936,CUST00111,PRD011,Debit,Mobile App,136810.88,Success
TXN000817,2025-12-25,ACC00865,CUST00634,PRD007,Credit,Branch,2726.19,Success
TXN000818,2025-03-08,ACC00645,CUST00494,PRD001,Debit,UPI,8229.87,Success
TXN000819,2023-05-26,ACC00562,CUST00189,PRD005,Credit,UPI,16681.72,Success
TXN000820,2023-01-13,ACC00297,CUST00297,PRD014,Debit,Net Banking,46175.44,Success
TXN000821,2025-05-27,ACC00791,CUST00066,PRD008,Debit,Mobile App,8386.75,Success
TXN000822,2025-02-20,ACC00336,CUST00507,PRD004,Credit,Mobile App,1710.21,Success
TXN000823,2024-07-25,ACC00964,CUST00779,PRD008,Credit,Branch,18153.2,Success
TXN000824,2023-01-05,ACC00790,CUST00447,PRD009,Debit,Net Banking,229741.88,Failed
TXN000825,2025-10-17,ACC00597,CUST00133,PRD016,Credit,UPI,2873.42,Success
TXN000826,2024-03-12,ACC00960,CUST00233,PRD016,Credit,Mobile App,23555.99,Success
TXN000827,2025-02-11,ACC00884,CUST00135,PRD008,Debit,UPI,9566.86,Success
TXN000828,2023-11-05,ACC00473,CUST00640,PRD016,Debit,UPI,4827.46,Success
TXN000829,2024-12-10,ACC00051,CUST00766,PRD014,Credit,Mobile App,39977.15,Success
TXN000830,2024-10-12,ACC00634,CUST00676,PRD008,Debit,UPI,14810.32,Success
TXN000831,2024-11-16,ACC00759,CUST00281,PRD005,Credit,UPI,7966.56,Success
TXN000832,2024-12-22,ACC00646,CUST00298,PRD007,Debit,UPI,17031.52,Success
TXN000833,2023-04-24,ACC00106,CUST00342,PRD001,Credit,UPI,21243.27,Success
TXN000834,2025-08-05,ACC00847,CUST00347,PRD010,Debit,UPI,261141.44,Success
TXN000835,2024-10-14,ACC00634,CUST00676,PRD011,Debit,UPI,295506.54,Success
TXN000836,2025-11-13,ACC00753,CUST00385,PRD005,Debit,UPI,24165.74,Success
TXN000837,2023-12-18,ACC00257,CUST00360,PRD003,Credit,ATM,364047.83,Success
TXN000838,2024-09-26,ACC00197,CUST00525,PRD005,Debit,Branch,18419.57,Success
TXN000839,2024-12-22,ACC00954,CUST00430,PRD005,Debit,Net Banking,18212.15,Success
TXN000840,2025-08-22,ACC00870,CUST00160,PRD006,Credit,ATM,4063.91,Success
TXN000841,2025-01-07,ACC00441,CUST00331,PRD009,Credit,UPI,247242.38,Success
TXN000842,2024-04-04,ACC00959,CUST00076,PRD005,Credit,UPI,18196.19,Success
TXN000843,2024-11-24,ACC00914,CUST00213,PRD009,Credit,Branch,283044.82,Success
TXN000844,2024-09-01,ACC00810,CUST00049,PRD013,Credit,UPI,43359.84,Success
TXN000845,2023-03-15,ACC00930,CUST00405,PRD014,Credit,Branch,32904.38,Success
TXN000846,2025-10-20,ACC00926,CUST00322,PRD007,Debit,Mobile App,22440.73,Success
TXN000847,2025-08-13,ACC00036,CUST00217,PRD005,Credit,ATM,16315.83,Success
TXN000848,2025-01-19,ACC00054,CUST00407,PRD014,Credit,ATM,39382.21,Success
TXN000849,2025-11-12,ACC00853,CUST00693,PRD014,Debit,UPI,34132.54,Failed
TXN000850,2024-10-05,ACC00817,CUST00414,PRD007,Credit,UPI,11899.51,Success
TXN000851,2023-12-03,ACC00345,CUST00747,PRD015,Debit,UPI,8528.3,Success
TXN000852,2025-11-13,ACC00114,CUST00513,PRD003,Credit,UPI,137600.48,Success
TXN000853,2023-11-07,ACC00621,CUST00510,PRD007,Credit,UPI,14944.27,Success
TXN000854,2025-04-10,ACC00802,CUST00023,PRD015,Credit,Net Banking,24779.98,Success
TXN000855,2024-10-23,ACC00412,CUST00384,PRD002,Debit,UPI,20473.06,Success
TXN000856,2025-08-06,ACC00573,CUST00220,PRD001,Credit,Mobile App,388.9,Success
TXN000857,2025-06-09,ACC00348,CUST00693,PRD005,Credit,UPI,22721.11,Success
TXN000858,2025-02-26,ACC00535,CUST00701,PRD002,Credit,Mobile App,12039.51,Failed
TXN000859,2024-10-07,ACC00954,CUST00430,PRD001,Debit,UPI,9660.6,Success
TXN000860,2024-05-30,ACC00134,CUST00290,PRD015,Debit,Net Banking,3218.39,Success
TXN000861,2025-04-25,ACC00892,CUST00471,PRD002,Credit,Net Banking,13484.03,Success
TXN000862,2024-04-29,ACC00175,CUST00744,PRD006,Credit,Net Banking,20454.82,Success
TXN000863,2023-10-08,ACC00726,CUST00469,PRD012,Debit,Mobile App,41938.63,Success
TXN000864,2025-09-04,ACC00923,CUST00508,PRD010,Debit,ATM,381683.94,Success
TXN000865,2025-06-19,ACC00403,CUST00668,PRD002,Credit,Net Banking,21563.89,Success
TXN000866,2025-02-28,ACC00950,CUST00437,PRD013,Debit,UPI,16057.66,Success
TXN000867,2025-01-17,ACC00894,CUST00027,PRD016,Credit,Mobile App,2286.74,Success
TXN000868,2025-07-04,ACC00698,CUST00748,PRD008,Credit,Net Banking,3205.46,Success
TXN000869,2025-08-18,ACC00547,CUST00740,PRD009,Credit,POS,489009.49,Success
TXN000870,2025-09-21,ACC00444,CUST00677,PRD006,Debit,UPI,23650.29,Success
TXN000871,2025-10-25,ACC00852,CUST00419,PRD003,Debit,UPI,87130.42,Success
TXN000872,2025-07-25,ACC00254,CUST00664,PRD012,Credit,UPI,49841.46,Success
TXN000873,2025-02-19,ACC00492,CUST00502,PRD007,Debit,Mobile App,16599.16,Success
TXN000874,2025-07-13,ACC00563,CUST00705,PRD002,Credit,UPI,21416.52,Success
TXN000875,2025-06-08,ACC00652,CUST00136,PRD009,Credit,UPI,304055.91,Success
TXN000876,2025-12-19,ACC00652,CUST00136,PRD006,Credit,Net Banking,13791.23,Success
TXN000877,2025-04-07,ACC00710,CUST00738,PRD006,Credit,Mobile App,11456.09,Success
TXN000878,2024-10-02,ACC00994,CUST00677,PRD002,Debit,Net Banking,3666.77,Failed
TXN000879,2023-05-25,ACC00709,CUST00462,PRD003,Credit,Mobile App,323897.52,Success
TXN000880,2025-09-23,ACC00583,CUST00356,PRD010,Debit,Net Banking,330930.13,Success
TXN000881,2025-12-01,ACC00655,CUST00456,PRD003,Debit,UPI,171852.96,Success
TXN000882,2024-05-27,ACC00315,CUST00490,PRD016,Debit,UPI,6262.69,Failed
TXN000883,2025-09-19,ACC00620,CUST00135,PRD001,Credit,Mobile App,10228.85,Success
TXN000884,2025-08-10,ACC00731,CUST00604,PRD004,Credit,UPI,19473.97,Success
TXN000885,2024-07-05,ACC00387,CUST00590,PRD008,Credit,Net Banking,2538.88,Success
TXN000886,2025-03-19,ACC00577,CUST00408,PRD008,Debit,UPI,19590.07,Failed
TXN000887,2024-08-19,ACC00991,CUST00678,PRD002,Credit,Mobile App,14761.79,Success
TXN000888,2025-03-22,ACC00246,CUST00151,PRD015,Debit,UPI,14346.74,Success
TXN000889,2025-04-03,ACC00633,CUST00671,PRD014,Credit,UPI,2874.18,Success
TXN000890,2024-11-06,ACC00216,CUST00631,PRD004,Credit,Net Banking,20171.52,Success
TXN000891,2025-09-26,ACC00250,CUST00600,PRD006,Debit,Net Banking,22062.33,Success
TXN000892,2025-09-15,ACC00584,CUST00781,PRD010,Credit,Mobile App,349596.01,Success
TXN000893,2024-12-29,ACC00043,CUST00457,PRD001,Debit,Net Banking,14232.26,Success
TXN000894,2024-12-29,ACC00273,CUST00161,PRD004,Credit,Branch,9316.75,Success
TXN000895,2025-10-27,ACC00096,CUST00634,PRD005,Debit,Net Banking,11498.89,Success
TXN000896,2025-09-20,ACC00473,CUST00640,PRD001,Credit,UPI,7241.81,Success
TXN000897,2024-09-12,ACC00635,CUST00757,PRD013,Debit,Mobile App,46228.69,Success
TXN000898,2023-09-05,ACC00064,CUST00629,PRD003,Credit,Mobile App,166717.52,Success
TXN000899,2024-06-04,ACC00267,CUST00317,PRD004,Debit,ATM,2009.66,Success
TXN000900,2024-10-23,ACC00810,CUST00049,PRD016,Credit,UPI,2206.17,Success
TXN000901,2025-08-18,ACC00530,CUST00720,PRD003,Credit,Branch,25133.45,Success
TXN000902,2023-08-24,ACC00930,CUST00405,PRD011,Debit,Net Banking,85485.62,Failed
TXN000903,2025-11-08,ACC00705,CUST00488,PRD009,Credit,Net Banking,275556.49,Success
TXN000904,2023-04-05,ACC00789,CUST00122,PRD005,Credit,UPI,20801.8,Success
TXN000905,2023-08-29,ACC00387,CUST00590,PRD002,Credit,Mobile App,8692.01,Success
TXN000906,2024-11-23,ACC00547,CUST00740,PRD002,Debit,Net Banking,24979.28,Success
TXN000907,2025-11-12,ACC00160,CUST00708,PRD002,Debit,Net Banking,11271.44,Success
TXN000908,2025-01-02,ACC00051,CUST00766,PRD007,Credit,Branch,22604.59,Success
TXN000909,2023-12-23,ACC00625,CUST00235,PRD008,Credit,UPI,8896.96,Success
TXN000910,2025-10-25,ACC00237,CUST00649,PRD011,Credit,Mobile App,485469.63,Success
TXN000911,2025-09-07,ACC00103,CUST00313,PRD002,Credit,Net Banking,21284.35,Success
TXN000912,2025-10-18,ACC00151,CUST00662,PRD015,Debit,UPI,6692.29,Success
TXN000913,2024-07-09,ACC00369,CUST00577,PRD016,Credit,Mobile App,23084.1,Success
TXN000914,2025-07-17,ACC00256,CUST00720,PRD009,Debit,POS,448840.57,Success
TXN000915,2025-12-03,ACC00827,CUST00746,PRD012,Debit,ATM,3346.09,Success
TXN000916,2025-04-29,ACC00532,CUST00239,PRD002,Credit,Mobile App,2768.38,Success
TXN000917,2025-12-15,ACC00517,CUST00793,PRD012,Credit,Net Banking,938.75,Success
TXN000918,2024-05-05,ACC00996,CUST00670,PRD016,Credit,UPI,22472.9,Success
TXN000919,2023-11-25,ACC00482,CUST00692,PRD010,Credit,Branch,389334.85,Success
TXN000920,2025-06-10,ACC00760,CUST00067,PRD016,Credit,Mobile App,9175.94,Success
TXN000921,2025-02-04,ACC00999,CUST00547,PRD003,Debit,Mobile App,494897.24,Success
TXN000922,2025-12-05,ACC00980,CUST00595,PRD001,Debit,Mobile App,18702.57,Success
TXN000923,2024-05-03,ACC00808,CUST00186,PRD006,Credit,ATM,2855.57,Success
TXN000924,2025-06-12,ACC00494,CUST00742,PRD014,Credit,UPI,16895.07,Success
TXN000925,2024-08-19,ACC00233,CUST00161,PRD003,Credit,Net Banking,480655.45,Failed
TXN000926,2023-10-28,ACC00357,CUST00545,PRD001,Debit,UPI,12439.63,Success
TXN000927,2024-09-14,ACC00627,CUST00765,PRD004,Debit,UPI,19530.4,Success
TXN000928,2025-07-29,ACC00661,CUST00562,PRD001,Credit,Net Banking,20658.42,Success
TXN000929,2025-12-04,ACC00017,CUST00260,PRD015,Credit,POS,3240.48,Success
TXN000930,2025-09-28,ACC00386,CUST00751,PRD007,Credit,UPI,1395.79,Success
TXN000931,2025-09-17,ACC00018,CUST00487,PRD014,Debit,Mobile App,897.43,Success
TXN000932,2025-05-20,ACC00741,CUST00249,PRD015,Credit,UPI,10780.9,Success
TXN000933,2025-12-01,ACC00367,CUST00197,PRD011,Debit,Net Banking,154946.64,Success
TXN000934,2024-08-30,ACC00747,CUST00453,PRD002,Credit,UPI,16691.63,Success
TXN000935,2025-11-19,ACC00212,CUST00151,PRD015,Credit,Mobile App,2666.32,Success
TXN000936,2024-04-09,ACC00081,CUST00425,PRD016,Debit,Mobile App,21386.31,Success
TXN000937,2025-12-11,ACC00243,CUST00661,PRD016,Debit,UPI,10091.95,Success
TXN000938,2023-03-18,ACC00956,CUST00656,PRD004,Credit,UPI,539.77,Success
TXN000939,2025-07-16,ACC00405,CUST00233,PRD005,Credit,ATM,13171.78,Success
TXN000940,2025-12-03,ACC00281,CUST00004,PRD006,Debit,POS,10709.29,Success
TXN000941,2025-09-04,ACC00010,CUST00337,PRD016,Credit,Mobile App,2840.37,Success
TXN000942,2024-05-10,ACC00692,CUST00582,PRD012,Credit,Branch,12724.95,Success
TXN000943,2025-08-16,ACC00626,CUST00236,PRD006,Debit,UPI,16544.73,Success
TXN000944,2025-10-31,ACC00656,CUST00636,PRD016,Credit,UPI,15202.39,Success
TXN000945,2024-02-12,ACC00046,CUST00193,PRD006,Credit,UPI,8423.63,Success
TXN000946,2025-10-10,ACC00968,CUST00704,PRD010,Credit,Net Banking,389822.55,Success
TXN000947,2025-07-16,ACC00569,CUST00642,PRD006,Credit,UPI,18599.01,Success
TXN000948,2025-08-04,ACC00182,CUST00273,PRD007,Debit,Mobile App,6971.08,Success
TXN000949,2025-09-24,ACC00160,CUST00708,PRD015,Debit,UPI,15776.01,Success
TXN000950,2025-07-10,ACC00754,CUST00438,PRD005,Debit,UPI,22112.63,Failed
TXN000951,2023-06-10,ACC00785,CUST00127,PRD005,Debit,UPI,2556.07,Success
TXN000952,2024-05-15,ACC00648,CUST00760,PRD004,Debit,Mobile App,11907.54,Success
TXN000953,2025-09-16,ACC00705,CUST00488,PRD007,Debit,Mobile App,3283.02,Success
TXN000954,2024-03-03,ACC00849,CUST00444,PRD007,Credit,Net Banking,19007.94,Success
TXN000955,2025-07-19,ACC00491,CUST00637,PRD016,Debit,Mobile App,9213.7,Success
TXN000956,2023-08-03,ACC00497,CUST00247,PRD003,Debit,UPI,251753.9,Success
TXN000957,2025-06-28,ACC00603,CUST00619,PRD008,Debit,POS,4256.68,Success
TXN000958,2024-12-16,ACC00550,CUST00236,PRD014,Credit,POS,47812.24,Success
TXN000959,2025-02-27,ACC00428,CUST00181,PRD006,Credit,POS,20381.88,Success
TXN000960,2025-11-09,ACC00116,CUST00660,PRD003,Credit,Mobile App,55993.05,Success
TXN000961,2024-08-27,ACC00917,CUST00771,PRD012,Credit,Mobile App,19817.22,Success
TXN000962,2025-10-29,ACC00187,CUST00048,PRD014,Debit,UPI,28808.95,Success
TXN000963,2024-12-16,ACC00431,CUST00377,PRD012,Debit,UPI,25883.39,Success
TXN000964,2025-12-16,ACC00837,CUST00708,PRD013,Credit,Net Banking,42697.52,Success
TXN000965,2024-01-14,ACC00270,CUST00738,PRD004,Credit,UPI,5675.84,Success
TXN000966,2025-03-16,ACC00722,CUST00651,PRD012,Debit,UPI,47131.28,Success
TXN000967,2024-01-03,ACC00557,CUST00045,PRD010,Credit,UPI,44729.59,Success
TXN000968,2025-12-25,ACC00508,CUST00114,PRD007,Debit,POS,2993.0,Success
TXN000969,2025-01-25,ACC00806,CUST00687,PRD006,Debit,Mobile App,8181.59,Failed
TXN000970,2024-06-21,ACC00542,CUST00274,PRD004,Debit,ATM,3426.93,Success
TXN000971,2025-09-03,ACC00661,CUST00562,PRD005,Debit,UPI,15686.29,Failed
TXN000972,2025-04-20,ACC00791,CUST00066,PRD001,Credit,UPI,7064.28,Success
TXN000973,2024-12-09,ACC00493,CUST00764,PRD013,Credit,UPI,43465.11,Success
TXN000974,2023-05-26,ACC00601,CUST00620,PRD016,Debit,Mobile App,17234.07,Success
TXN000975,2025-11-07,ACC00647,CUST00347,PRD009,Debit,UPI,310084.01,Success
TXN000976,2025-08-06,ACC00144,CUST00346,PRD015,Credit,Mobile App,5177.57,Success
TXN000977,2024-01-29,ACC00785,CUST00127,PRD016,Debit,ATM,11206.79,Success
TXN000978,2025-12-13,ACC00998,CUST00095,PRD011,Debit,Mobile App,249923.31,Success
TXN000979,2025-12-15,ACC00203,CUST00441,PRD014,Credit,Mobile App,9217.47,Success
TXN000980,2024-04-09,ACC00341,CUST00315,PRD014,Debit,Branch,14461.19,Success
TXN000981,2023-01-15,ACC00498,CUST00779,PRD013,Credit,ATM,34524.66,Success
TXN000982,2024-03-07,ACC00471,CUST00613,PRD010,Credit,UPI,238411.6,Success
TXN000983,2023-06-17,ACC00077,CUST00474,PRD001,Debit,Mobile App,3518.55,Success
TXN000984,2025-04-22,ACC00083,CUST00091,PRD006,Debit,UPI,9661.36,Success
TXN000985,2025-04-08,ACC00355,CUST00121,PRD002,Credit,UPI,23373.48,Success
TXN000986,2025-10-05,ACC00237,CUST00649,PRD015,Credit,Net Banking,23471.1,Success
TXN000987,2025-07-08,ACC00486,CUST00315,PRD002,Debit,Net Banking,19812.35,Success
TXN000988,2024-06-03,ACC00858,CUST00671,PRD002,Debit,ATM,2215.63,Success
TXN000989,2025-07-08,ACC00904,CUST00614,PRD015,Credit,Net Banking,20405.08,Success
TXN000990,2025-07-10,ACC00002,CUST00136,PRD007,Credit,Mobile App,13633.81,Success
TXN000991,2025-10-09,ACC00775,CUST00133,PRD016,Credit,Mobile App,1208.69,Success
TXN000992,2025-08-18,ACC00851,CUST00408,PRD010,Debit,UPI,219336.64,Success
TXN000993,2024-06-03,ACC00053,CUST00354,PRD009,Credit,UPI,204983.87,Success
