AccountID,CustomerID,AccountType,Branch,Status,OpenDate,CloseDate
ACC00381,CUST00242,Current,Indore Branch,Open,2019-06-01,
ACC00382,CUST00090,Current,Jaipur Branch,Open,2025-08-16,
ACC00383,CUST00365,Salary,Chandigarh Branch,Open,2025-07-10,
ACC00384,CUST00622,NRI,Hyderabad Branch,Open,2023-11-04,
ACC00385,CUST00185,Current,Kolkata Branch,Open,2024-06-08,
ACC00386,CUST00751,Salary,Kochi Branch,Open,2025-05-26,
ACC00387,CUST00590,NRI,Kolkata Branch,Closed,2023-06-23,2024-12-07
ACC00388,CUST00463,Current,Bhopal Branch,Open,2025-02-18,
ACC00389,CUST00542,Salary,Surat Branch,Open,2023-02-12,
ACC00390,CUST00253,Salary,Chennai Branch,Open,2023-04-25,
ACC00391,CUST00594,Current,Pune Branch,Open,2024-09-23,
ACC00392,CUST00444,Salary,Kochi Branch,Open,2025-04-16,
ACC00393,CUST00285,Current,Bhubaneswar Branch,Open,2024-03-11,
ACC00394,CUST00587,Current,Chennai Branch,Closed,2025-03-06,2025-12-24
ACC00395,CUST00692,Salary,Kochi Branch,Open,2025-06-16,
ACC00396,CUST00314,Salary,Delhi Branch,Open,2024-06-27,
ACC00397,CUST00775,NRI,Bengaluru Branch,Open,2022-03-09,
ACC00398,CUST00376,Salary,Chennai Branch,Open,2025-10-09,
ACC00399,CUST00514,NRI,Kochi Branch,Closed,2025-10-05,2025-11-13
ACC00400,CUST00179,Savings,Chennai Branch,Open,2024-01-16,
ACC00401,CUST00368,Current,Hyderabad Branch,Open,2025-04-23,
ACC00402,CUST00574,Savings,Patna Branch,Open,2024-11-14,
ACC00403,CUST00668,Current,Patna Branch,Open,2025-05-08,
ACC00404,CUST00040,Salary,Guwahati Branch,Closed,2022-06-27,2024-12-13
ACC00405,CUST00233,Savings,Pune Branch,Open,2025-06-26,
ACC00406,CUST00584,Salary,Raipur Branch,Open,2025-03-12,
ACC00407,CUST00130,Savings,Delhi Branch,Open,2025-07-30,
ACC00408,CUST00160,NRI,Raipur Branch,Open,2025-07-15,
ACC00409,CUST00610,Current,Jaipur Branch,Open,2022-04-02,
ACC00410,CUST00779,NRI,Hyderabad Branch,Open,2023-05-17,
ACC00411,CUST00378,Salary,Delhi Branch,Open,2022-11-03,
ACC00412,CUST00384,Savings,Chandigarh Branch,Open,2024-09-20,
ACC00413,CUST00418,NRI,Chennai Branch,Closed,2024-11-03,2025-12-23
ACC00414,CUST00616,Salary,Indore Branch,Open,2024-11-27,
ACC00415,CUST00724,Savings,Bhubaneswar Branch,Closed,2025-08-18,2025-10-25
ACC00416,CUST00222,Salary,Delhi Branch,Open,2023-12-12,
ACC00417,CUST00505,NRI,Guwahati Branch,Open,2022-10-08,
ACC00418,CUST00777,Salary,Chandigarh Branch,Open,2021-09-17,
ACC00419,CUST00357,Current,Chennai Branch,Open,2024-06-13,
ACC00420,CUST00510,Current,Hyderabad Branch,Open,2023-07-30,
ACC00421,CUST00388,Current,Bengaluru Branch,Open,2024-06-04,
ACC00422,CUST00088,Savings,Surat Branch,Closed,2024-12-06,2025-05-17
ACC00423,CUST00020,Current,Hyderabad Branch,Open,2025-07-13,
ACC00424,CUST00440,Savings,Raipur Branch,Open,2025-10-05,
ACC00425,CUST00750,NRI,Kochi Branch,Open,2024-06-06,
ACC00426,CUST00538,Salary,Chennai Branch,Open,2025-07-09,
ACC00427,CUST00494,Salary,Raipur Branch,Open,2025-03-07,
ACC00428,CUST00181,NRI,Delhi Branch,Open,2024-01-18,
ACC00429,CUST00777,Current,Chandigarh Branch,Open,2021-04-13,
ACC00430,CUST00527,Salary,Chennai Branch,Open,2024-09-10,
ACC00431,CUST00377,Salary,Guwahati Branch,Open,2024-02-29,
ACC00432,CUST00133,Salary,Patna Branch,Open,2021-05-03,
ACC00433,CUST00541,Salary,Jaipur Branch,Open,2024-03-14,
ACC00434,CUST00716,Current,Bhubaneswar Branch,Open,2020-09-20,
ACC00435,CUST00247,Current,Kochi Branch,Open,2021-06-24,
ACC00436,CUST00354,NRI,Hyderabad Branch,Open,2020-11-26,
ACC00437,CUST00242,Current,Indore Branch,Open,2024-10-26,
ACC00438,CUST00468,Salary,Chennai Branch,Closed,2024-12-22,2025-04-11
ACC00439,CUST00097,Salary,Kochi Branch,Open,2025-04-10,
ACC00440,CUST00552,NRI,Pune Branch,Open,2022-12-02,
ACC00441,CUST00331,Savings,Lucknow Branch,Closed,2024-12-22,2025-01-29
ACC00442,CUST00162,Salary,Ahmedabad Branch,Open,2025-02-07,
ACC00443,CUST00797,Current,Hyderabad Branch,Open,2024-12-28,
ACC00444,CUST00677,Salary,Patna Branch,Closed,2025-06-28,2025-11-13
ACC00445,CUST00375,Savings,Patna Branch,Open,2024-11-02,
ACC00446,CUST00401,Salary,Chennai Branch,Open,2024-05-28,
ACC00447,CUST00251,Salary,Chandigarh Branch,Open,2025-04-09,
ACC00448,CUST00212,NRI,Kolkata Branch,Open,2025-01-07,
ACC00449,CUST00420,Salary,Patna Branch,Open,2023-05-22,
ACC00450,CUST00523,Current,Hyderabad Branch,Closed,2024-05-09,2025-11-16
ACC00451,CUST00782,Savings,Lucknow Branch,Open,2022-05-12,
ACC00452,CUST00170,Current,Bhubaneswar Branch,Closed,2025-09-18,2025-12-28
ACC00453,CUST00736,Savings,Delhi Branch,Closed,2022-11-21,2024-08-09
ACC00454,CUST00033,Current,Nagpur Branch,Open,2020-07-06,
ACC00455,CUST00260,Current,Raipur Branch,Open,2024-08-04,
ACC00456,CUST00623,NRI,Kolkata Branch,Closed,2024-10-11,2025-09-24
ACC00457,CUST00530,Current,Surat Branch,Open,2025-04-19,
ACC00458,CUST00658,NRI,Patna Branch,Open,2025-06-12,
ACC00459,CUST00084,Savings,Indore Branch,Open,2025-05-26,
ACC00460,CUST00521,Current,Indore Branch,Open,2024-06-16,
ACC00461,CUST00716,Salary,Bhubaneswar Branch,Open,2023-09-25,
ACC00462,CUST00699,Savings,Bhopal Branch,Open,2024-05-07,
ACC00463,CUST00455,Salary,Patna Branch,Open,2024-08-28,
ACC00464,CUST00585,Current,Lucknow Branch,Open,2024-01-25,
ACC00465,CUST00638,NRI,Raipur Branch,Closed,2025-08-08,2025-12-25
ACC00466,CUST00616,NRI,Indore Branch,Open,2023-11-18,
ACC00467,CUST00169,Savings,Indore Branch,Open,2020-10-23,
ACC00468,CUST00284,Savings,Pune Branch,Open,2024-05-21,
ACC00469,CUST00637,Savings,Surat Branch,Open,2024-12-08,
ACC00470,CUST00662,Savings,Surat Branch,Open,2022-10-31,
ACC00471,CUST00613,Savings,Kochi Branch,Open,2022-11-20,
ACC00472,CUST00749,Savings,Raipur Branch,Open,2023-07-29,
ACC00473,CUST00640,Salary,Indore Branch,Open,2023-08-23,
ACC00474,CUST00146,Salary,Kochi Branch,Open,2025-01-21,
ACC00475,CUST00066,NRI,Kolkata Branch,Open,2023-02-20,
ACC00476,CUST00142,Savings,Jaipur Branch,Open,2025-02-02,
ACC00477,CUST00151,Current,Jaipur Branch,Open,2024-12-31,
ACC00478,CUST00275,NRI,Surat Branch,Open,2022-11-20,
ACC00479,CUST00733,Salary,Patna Branch,Open,2024-09-07,
ACC00480,CUST00191,Current,Bhopal Branch,Closed,2024-12-27,2025-02-21
ACC00481,CUST00637,Salary,Surat Branch,Open,2025-02-05,
ACC00482,CUST00692,Savings,Kochi Branch,Closed,2020-09-28,2025-08-23
ACC00483,CUST00745,Current,Mumbai Branch,Open,2024-08-15,
ACC00484,CUST00390,Savings,Chennai Branch,Open,2025-01-25,
ACC00485,CUST00108,NRI,Lucknow Branch,Open,2023-08-29,
ACC00486,CUST00315,Savings,Surat Branch,Open,2024-07-30,
ACC00487,CUST00211,Salary,Hyderabad Branch,Open,2021-11-10,
ACC00488,CUST00196,Current,Bhubaneswar Branch,Open,2025-02-18,
ACC00489,CUST00234,Current,Kolkata Branch,Open,2024-11-22,
ACC00490,CUST00050,Salary,Surat Branch,Open,2021-05-19,
ACC00491,CUST00637,Current,Surat Branch,Open,2024-12-06,
ACC00492,CUST00502,Savings,Delhi Branch,Open,2020-06-20,
ACC00493,CUST00764,NRI,Jaipur Branch,Closed,2024-08-18,2025-03-13
ACC00494,CUST00742,Savings,Bhopal Branch,Open,2023-05-27,
ACC00495,CUST00372,Savings,Delhi Branch,Open,2019-11-01,
ACC00496,CUST00283,Current,Raipur Branch,Open,2021-07-10,
ACC00497,CUST00247,NRI,Kochi Branch,Open,2021-01-09,
ACC00498,CUST00779,Salary,Hyderabad Branch,Closed,2021-05-25,2023-01-21
ACC00499,CUST00581,Current,Kolkata Branch,Open,2022-07-29,
ACC00500,CUST00193,Savings,Jaipur Branch,Open,2025-02-18,
ACC00501,CUST00051,Salary,Patna Branch,Closed,2023-12-01,2025-12-28
ACC00502,CUST00175,Salary,Lucknow Branch,Open,2024-12-10,
ACC00503,CUST00080,Salary,Nagpur Branch,Open,2025-10-16,
ACC00504,CUST00432,Current,Pune Branch,Open,2022-05-08,
ACC00505,CUST00462,Salary,Jaipur Branch,Open,2023-11-04,
ACC00506,CUST00555,NRI,Lucknow Branch,Open,2022-12-25,
ACC00507,CUST00008,Salary,Delhi Branch,Open,2025-09-19,
ACC00508,CUST00114,Current,Ahmedabad Branch,Open,2024-12-19,
ACC00509,CUST00129,NRI,Bengaluru Branch,Open,2023-10-11,
ACC00510,CUST00077,Salary,Surat Branch,Open,2025-10-07,
ACC00511,CUST00292,Salary,Hyderabad Branch,Open,2025-01-01,
ACC00512,CUST00342,NRI,Patna Branch,Closed,2022-03-12,2025-09-05
ACC00513,CUST00222,Salary,Delhi Branch,Open,2025-07-24,
ACC00514,CUST00663,Savings,Jaipur Branch,Open,2022-12-17,
ACC00515,CUST00519,Savings,Surat Branch,Open,2025-04-05,
ACC00516,CUST00333,Current,Nagpur Branch,Open,2022-07-06,
ACC00517,CUST00793,Current,Chennai Branch,Closed,2025-10-14,2025-12-17
ACC00518,CUST00749,Savings,Raipur Branch,Open,2023-07-26,
ACC00519,CUST00350,Savings,Surat Branch,Open,2025-08-26,
ACC00520,CUST00645,Savings,Guwahati Branch,Open,2023-05-28,
ACC00521,CUST00592,NRI,Bhubaneswar Branch,Open,2022-03-17,
ACC00522,CUST00408,Current,Kolkata Branch,Open,2025-08-07,
ACC00523,CUST00479,Salary,Kolkata Branch,Closed,2025-01-31,2025-07-21
ACC00524,CUST00226,NRI,Ahmedabad Branch,Open,2025-07-31,
ACC00525,CUST00025,Current,Kochi Branch,Open,2025-01-02,
ACC00526,CUST00704,Current,Bhubaneswar Branch,Open,2025-10-24,
ACC00527,CUST00490,Salary,Raipur Branch,Closed,2022-11-22,2022-11-30
ACC00528,CUST00269,Savings,Hyderabad Branch,Open,2023-06-12,
ACC00529,CUST00787,Savings,Patna Branch,Open,2025-04-19,
ACC00530,CUST00720,Current,Hyderabad Branch,Open,2025-04-25,
ACC00531,CUST00164,Current,Hyderabad Branch,Open,2025-09-09,
ACC00532,CUST00239,Current,Hyderabad Branch,Open,2024-07-05,
ACC00533,CUST00602,Current,Jaipur Branch,Open,2021-08-04,
ACC00534,CUST00098,NRI,Mumbai Branch,Open,2024-07-26,
ACC00535,CUST00701,Savings,Indore Branch,Closed,2024-07-07,2025-12-18
ACC00536,CUST00338,NRI,Nagpur Branch,Open,2025-03-02,
ACC00537,CUST00096,Salary,Hyderabad Branch,Open,2023-08-15,
ACC00538,CUST00098,Savings,Mumbai Branch,Open,2025-09-27,
ACC00539,CUST00443,Salary,Ahmedabad Branch,Open,2025-08-26,
ACC00540,CUST00536,NRI,Hyderabad Branch,Open,2021-05-14,
ACC00541,CUST00551,Savings,Bhopal Branch,Closed,2023-06-28,2024-04-27
ACC00542,CUST00274,Salary,Bhopal Branch,Closed,2024-06-18,2024-07-18
ACC00543,CUST00059,Salary,Jaipur Branch,Open,2024-09-07,
ACC00544,CUST00669,Salary,Kochi Branch,Open,2024-03-25,
ACC00545,CUST00067,Current,Bhopal Branch,Open,2023-07-09,
ACC00546,CUST00360,NRI,Bhopal Branch,Open,2023-03-28,
ACC00547,CUST00740,Savings,Raipur Branch,Open,2024-10-08,
ACC00548,CUST00073,NRI,Ahmedabad Branch,Open,2024-03-16,
ACC00549,CUST00778,Current,Ahmedabad Branch,Closed,2025-03-09,2025-07-15
ACC00550,CUST00236,Salary,Surat Branch,Open,2024-06-24,
ACC00551,CUST00114,Salary,Ahmedabad Branch,Open,2025-02-10,
ACC00552,CUST00058,NRI,Guwahati Branch,Open,2022-11-10,
ACC00553,CUST00631,Savings,Ahmedabad Branch,Closed,2024-05-27,2025-05-22
ACC00554,CUST00128,Current,Bhubaneswar Branch,Open,2024-06-29,
ACC00555,CUST00148,Current,Raipur Branch,Open,2023-02-13,
ACC00556,CUST00555,Salary,Lucknow Branch,Open,2024-05-01,
ACC00557,CUST00045,Current,Bhopal Branch,Open,2023-12-29,
ACC00558,CUST00278,Savings,Patna Branch,Open,2025-10-11,
ACC00559,CUST00736,NRI,Delhi Branch,Open,2021-12-24,
ACC00560,CUST00693,Savings,Kolkata Branch,Open,2025-08-14,
ACC00561,CUST00627,NRI,Chandigarh Branch,Open,2024-05-09,
ACC00562,CUST00189,Current,Nagpur Branch,Open,2021-03-05,
ACC00563,CUST00705,NRI,Lucknow Branch,Open,2024-07-31,
ACC00564,CUST00760,Savings,Surat Branch,Open,2022-07-02,
ACC00565,CUST00177,Current,Bhopal Branch,Open,2022-02-23,
ACC00566,CUST00520,Savings,Surat Branch,Open,2023-11-04,
ACC00567,CUST00055,Current,Chandigarh Branch,Closed,2025-05-21,2025-09-17
ACC00568,CUST00566,Salary,Lucknow Branch,Open,2024-01-29,
ACC00569,CUST00642,NRI,Bengaluru Branch,Closed,2024-06-10,2025-09-06
ACC00570,CUST00454,Savings,Indore Branch,Open,2023-05-22,
ACC00571,CUST00604,Salary,Pune Branch,Closed,2025-08-24,2025-09-11
ACC00572,CUST00644,Current,Ahmedabad Branch,Closed,2024-11-29,2025-11-26
ACC00573,CUST00220,NRI,Indore Branch,Open,2024-12-16,
ACC00574,CUST00160,Current,Raipur Branch,Closed,2025-08-20,2025-10-08
ACC00575,CUST00716,NRI,Bhubaneswar Branch,Open,2025-08-08,
ACC00576,CUST00324,Current,Bhopal Branch,Open,2024-03-24,
ACC00577,CUST00408,Salary,Kolkata Branch,Open,2024-07-14,
ACC00578,CUST00236,Salary,Surat Branch,Open,2024-08-19,
ACC00579,CUST00158,Savings,Patna Branch,Closed,2019-09-30,2023-06-23
ACC00580,CUST00719,NRI,Lucknow Branch,Open,2025-01-13,
ACC00581,CUST00762,Savings,Surat Branch,Open,2025-09-09,
ACC00582,CUST00736,NRI,Delhi Branch,Open,2022-11-08,
ACC00583,CUST00356,Savings,Bhopal Branch,Open,2024-07-24,
ACC00584,CUST00781,Savings,Raipur Branch,Open,2025-07-09,
ACC00585,CUST00211,Savings,Hyderabad Branch,Closed,2021-10-08,2023-07-07
ACC00586,CUST00279,Current,Chennai Branch,Open,2025-01-18,
ACC00587,CUST00274,Savings,Bhopal Branch,Closed,2025-02-20,2025-04-11
ACC00588,CUST00298,NRI,Ahmedabad Branch,Closed,2021-11-17,2025-04-26
ACC00589,CUST00270,Salary,Delhi Branch,Open,2021-11-24,
ACC00590,CUST00481,NRI,Chennai Branch,Closed,2023-12-15,2025-08-03
ACC00591,CUST00184,NRI,Bengaluru Branch,Open,2025-05-28,
ACC00592,CUST00778,NRI,Ahmedabad Branch,Open,2025-08-15,
ACC00593,CUST00602,Savings,Jaipur Branch,Open,2025-08-03,
ACC00594,CUST00128,Salary,Bhubaneswar Branch,Open,2025-11-18,
ACC00595,CUST00554,Current,Chennai Branch,Open,2025-02-27,
ACC00596,CUST00514,Savings,Kochi Branch,Closed,2023-07-18,2024-04-03
ACC00597,CUST00133,NRI,Patna Branch,Open,2020-07-30,
ACC00598,CUST00184,Savings,Bengaluru Branch,Open,2022-10-18,
ACC00599,CUST00252,Savings,Bengaluru Branch,Open,2024-01-27,
ACC00600,CUST00182,Savings,Surat Branch,Open,2024-03-17,
ACC00601,CUST00620,NRI,Bengaluru Branch,Open,2023-04-03,
ACC00602,CUST00012,Salary,Ahmedabad Branch,Open,2021-05-04,
ACC00603,CUST00619,Savings,Nagpur Branch,Open,2024-05-28,
ACC00604,CUST00034,Salary,Chennai Branch,Open,2024-02-04,
ACC00605,CUST00109,NRI,Jaipur Branch,Open,2024-03-12,
ACC00606,CUST00407,Salary,Nagpur Branch,Open,2025-10-05,
ACC00607,CUST00079,NRI,Hyderabad Branch,Closed,2023-08-01,2024-09-01
ACC00608,CUST00341,NRI,Hyderabad Branch,Open,2024-12-29,
ACC00609,CUST00305,NRI,Bengaluru Branch,Open,2024-07-30,
ACC00610,CUST00349,NRI,Kochi Branch,Open,2025-05-26,
ACC00611,CUST00427,Salary,Kochi Branch,Open,2025-06-06,
ACC00612,CUST00476,NRI,Hyderabad Branch,Open,2021-07-28,
ACC00613,CUST00646,Savings,Surat Branch,Open,2022-04-16,
ACC00614,CUST00331,NRI,Lucknow Branch,Open,2023-01-09,
ACC00615,CUST00716,Current,Bhubaneswar Branch,Open,2019-10-02,
ACC00616,CUST00012,NRI,Ahmedabad Branch,Open,2021-12-16,
ACC00617,CUST00115,Savings,Ahmedabad Branch,Open,2024-01-16,
ACC00618,CUST00455,Savings,Patna Branch,Open,2025-03-12,
ACC00619,CUST00417,Current,Indore Branch,Open,2023-06-03,
ACC00620,CUST00135,NRI,Chennai Branch,Open,2025-06-25,
ACC00621,CUST00510,Salary,Hyderabad Branch,Open,2022-01-06,
ACC00622,CUST00670,Savings,Nagpur Branch,Open,2025-02-07,
ACC00623,CUST00190,NRI,Chennai Branch,Open,2025-02-18,
ACC00624,CUST00429,NRI,Ahmedabad Branch,Closed,2023-12-06,2024-09-02
ACC00625,CUST00235,Salary,Guwahati Branch,Open,2021-04-02,
ACC00626,CUST00236,Savings,Surat Branch,Open,2025-04-05,
ACC00627,CUST00765,Current,Surat Branch,Closed,2023-11-02,2025-02-23
ACC00628,CUST00413,NRI,Bhubaneswar Branch,Open,2025-05-29,
ACC00629,CUST00044,Salary,Chandigarh Branch,Open,2025-01-18,
ACC00630,CUST00549,Current,Bhopal Branch,Open,2022-05-02,
ACC00631,CUST00008,Savings,Delhi Branch,Open,2024-12-16,
ACC00632,CUST00507,Savings,Bengaluru Branch,Open,2020-12-17,
ACC00633,CUST00671,Savings,Bhubaneswar Branch,Closed,2025-03-16,2025-04-07
ACC00634,CUST00676,NRI,Chandigarh Branch,Closed,2024-10-12,2024-10-20
ACC00635,CUST00757,NRI,Delhi Branch,Open,2023-08-17,
ACC00636,CUST00318,Current,Guwahati Branch,Open,2022-12-17,
ACC00637,CUST00004,Savings,Lucknow Branch,Open,2023-07-30,
ACC00638,CUST00365,Salary,Chandigarh Branch,Closed,2024-06-20,2025-05-15
ACC00639,CUST00336,Salary,Chennai Branch,Open,2025-06-08,
ACC00640,CUST00089,Salary,Raipur Branch,Open,2025-02-20,
ACC00641,CUST00500,Current,Delhi Branch,Open,2023-10-14,
ACC00642,CUST00740,NRI,Raipur Branch,Open,2025-11-30,
ACC00643,CUST00308,Salary,Indore Branch,Open,2022-12-19,
ACC00644,CUST00057,Savings,Ahmedabad Branch,Open,2024-10-05,
ACC00645,CUST00494,Salary,Raipur Branch,Open,2023-06-25,
ACC00646,CUST00298,Savings,Ahmedabad Branch,Open,2021-11-22,
ACC00647,CUST00347,Salary,Hyderabad Branch,Open,2025-07-03,
ACC00648,CUST00760,Salary,Surat Branch,Closed,2024-04-18,2024-10-16
ACC00649,CUST00760,NRI,Surat Branch,Open,2022-08-31,
ACC00650,CUST00026,Current,Nagpur Branch,Open,2024-09-25,
ACC00651,CUST00473,NRI,Chandigarh Branch,Open,2023-05-22,
ACC00652,CUST00136,Savings,Indore Branch,Open,2024-10-17,
ACC00653,CUST00497,Salary,Bhopal Branch,Open,2023-09-04,
ACC00654,CUST00233,Current,Pune Branch,Open,2025-06-11,
ACC00655,CUST00456,Current,Surat Branch,Open,2024-12-25,
ACC00656,CUST00636,NRI,Jaipur Branch,Open,2025-07-06,
ACC00657,CUST00182,Savings,Surat Branch,Closed,2023-02-20,2024-08-10
ACC00658,CUST00588,Salary,Surat Branch,Open,2024-09-25,
ACC00659,CUST00363,Savings,Bhubaneswar Branch,Open,2024-12-06,
ACC00660,CUST00005,Salary,Indore Branch,Open,2025-10-10,
ACC00661,CUST00562,Current,Nagpur Branch,Open,2025-07-16,
ACC00662,CUST00491,Salary,Pune Branch,Open,2025-10-03,
ACC00663,CUST00029,Salary,Nagpur Branch,Open,2025-06-20,
ACC00664,CUST00098,Current,Mumbai Branch,Open,2024-05-29,
ACC00665,CUST00041,Current,Lucknow Branch,Open,2021-10-02,
ACC00666,CUST00482,Current,Chennai Branch,Open,2021-09-27,
ACC00667,CUST00357,Current,Chennai Branch,Closed,2024-10-03,2024-10-31
ACC00668,CUST00326,Current,Kolkata Branch,Open,2024-02-14,
ACC00669,CUST00113,Salary,Nagpur Branch,Open,2022-10-24,
ACC00670,CUST00758,Savings,Chennai Branch,Open,2023-11-24,
ACC00671,CUST00786,Savings,Chennai Branch,Open,2025-09-22,
ACC00672,CUST00237,NRI,Mumbai Branch,Open,2022-04-07,
ACC00673,CUST00579,Savings,Chennai Branch,Open,2023-09-15,
ACC00674,CUST00392,Salary,Ahmedabad Branch,Open,2024-06-12,
ACC00675,CUST00410,NRI,Ahmedabad Branch,Open,2022-09-15,
ACC00676,CUST00603,Salary,Nagpur Branch,Closed,2025-10-26,2025-11-16
ACC00677,CUST00105,Salary,Raipur Branch,Open,2024-01-13,
ACC00678,CUST00026,Current,Nagpur Branch,Open,2024-10-05,
ACC00679,CUST00637,NRI,Surat Branch,Open,2025-09-17,
ACC00680,CUST00293,Savings,Bengaluru Branch,Open,2025-04-03,
ACC00681,CUST00205,NRI,Chandigarh Branch,Open,2023-03-15,
ACC00682,CUST00596,Current,Chennai Branch,Closed,2023-01-20,2023-07-26
ACC00683,CUST00669,Savings,Kochi Branch,Open,2024-08-05,
ACC00684,CUST00596,NRI,Chennai Branch,Open,2021-12-05,
ACC00685,CUST00448,Savings,Kochi Branch,Open,2024-12-14,
ACC00686,CUST00596,Current,Chennai Branch,Open,2024-11-18,
ACC00687,CUST00161,Savings,Patna Branch,Open,2023-08-14,
ACC00688,CUST00113,Salary,Nagpur Branch,Open,2023-11-23,
ACC00689,CUST00408,Salary,Kolkata Branch,Open,2025-08-17,
ACC00690,CUST00474,NRI,Chandigarh Branch,Open,2023-12-06,
ACC00691,CUST00061,Salary,Delhi Branch,Closed,2025-02-04,2025-11-17
ACC00692,CUST00582,NRI,Ahmedabad Branch,Open,2023-05-10,
ACC00693,CUST00441,NRI,Lucknow Branch,Open,2024-11-27,
ACC00694,CUST00550,Salary,Nagpur Branch,Open,2024-10-20,
ACC00695,CUST00403,NRI,Ahmedabad Branch,Open,2023-07-02,
ACC00696,CUST00382,Current,Bhubaneswar Branch,Open,2021-05-18,
ACC00697,CUST00146,Current,Kochi Branch,Open,2024-04-20,
ACC00698,CUST00748,Salary,Guwahati Branch,Open,2020-01-12,
ACC00699,CUST00715,NRI,Kolkata Branch,Open,2023-10-20,
ACC00700,CUST00783,Current,Delhi Branch,Closed,2022-07-27,2023-03-18
ACC00701,CUST00365,Current,Chandigarh Branch,Open,2024-05-13,
ACC00702,CUST00259,Savings,Bengaluru Branch,Open,2024-07-08,
ACC00703,CUST00047,NRI,Ahmedabad Branch,Open,2022-04-15,
ACC00704,CUST00520,Salary,Surat Branch,Open,2021-03-18,
ACC00705,CUST00488,Salary,Surat Branch,Open,2025-05-19,
ACC00706,CUST00723,Savings,Mumbai Branch,Open,2024-02-21,
ACC00707,CUST00527,Current,Chennai Branch,Open,2025-03-04,
ACC00708,CUST00524,Salary,Bhopal Branch,Open,2024-10-28,
ACC00709,CUST00462,Savings,Jaipur Branch,Open,2020-12-21,
ACC00710,CUST00738,Salary,Raipur Branch,Open,2021-11-04,
ACC00711,CUST00629,Salary,Guwahati Branch,Open,2025-07-10,
ACC00712,CUST00203,Salary,Bhubaneswar Branch,Open,2020-09-20,
ACC00713,CUST00418,NRI,Chennai Branch,Open,2022-10-12,
ACC00714,CUST00442,Current,Bhubaneswar Branch,Open,2025-01-19,
ACC00715,CUST00693,Current,Kolkata Branch,Open,2024-09-29,
ACC00716,CUST00191,Salary,Bhopal Branch,Closed,2025-07-05,2025-07-12
ACC00717,CUST00212,NRI,Kolkata Branch,Open,2024-01-04,
ACC00718,CUST00363,NRI,Bhubaneswar Branch,Open,2024-10-13,
ACC00719,CUST00614,NRI,Chandigarh Branch,Closed,2023-07-04,2023-12-15
ACC00720,CUST00538,NRI,Chennai Branch,Open,2025-10-22,
ACC00721,CUST00536,Current,Hyderabad Branch,Open,2023-10-06,
ACC00722,CUST00651,Salary,Hyderabad Branch,Closed,2025-03-16,2025-03-21
ACC00723,CUST00339,NRI,Ahmedabad Branch,Open,2025-05-17,
ACC00724,CUST00098,Savings,Mumbai Branch,Open,2024-12-05,
ACC00725,CUST00303,Salary,Guwahati Branch,Open,2023-06-04,
ACC00726,CUST00469,Salary,Jaipur Branch,Open,2023-08-23,
ACC00727,CUST00228,Salary,Chennai Branch,Open,2025-05-29,
ACC00728,CUST00584,NRI,Raipur Branch,Open,2025-11-24,
ACC00729,CUST00194,NRI,Jaipur Branch,Open,2025-06-08,
ACC00730,CUST00227,Salary,Hyderabad Branch,Open,2023-08-12,
ACC00731,CUST00604,NRI,Pune Branch,Open,2024-10-06,
ACC00732,CUST00522,Current,Guwahati Branch,Open,2023-05-18,
ACC00733,CUST00424,Current,Indore Branch,Closed,2024-09-23,2025-10-08
ACC00734,CUST00265,Salary,Ahmedabad Branch,Open,2022-06-16,
ACC00735,CUST00288,Savings,Bhubaneswar Branch,Closed,2023-09-15,2024-04-23
ACC00736,CUST00370,NRI,Hyderabad Branch,Open,2024-05-04,
ACC00737,CUST00559,Savings,Kochi Branch,Open,2022-09-04,
ACC00738,CUST00146,NRI,Kochi Branch,Closed,2024-11-10,2025-07-13
ACC00739,CUST00685,Savings,Chennai Branch,Open,2022-11-18,
ACC00740,CUST00160,Savings,Raipur Branch,Open,2025-04-12,
ACC00741,CUST00249,Current,Jaipur Branch,Open,2024-06-29,
ACC00742,CUST00535,NRI,Surat Branch,Open,2022-03-20,
ACC00743,CUST00793,Current,Chennai Branch,Open,2025-09-17,
ACC00744,CUST00114,NRI,Ahmedabad Branch,Open,2024-09-12,
ACC00745,CUST00369,Current,Chennai Branch,Open,2022-02-14,
ACC00746,CUST00398,Current,Bhubaneswar Branch,Open,2024-01-24,
ACC00747,CUST00453,Salary,Bhubaneswar Branch,Open,2020-09-15,
ACC00748,CUST00247,Salary,Kochi Branch,Closed,2022-08-28,2024-09-16
ACC00749,CUST00549,NRI,Bhopal Branch,Closed,2021-11-30,2025-02-11
ACC00750,CUST00006,Salary,Chandigarh Branch,Closed,2023-02-14,2023-06-17
ACC00751,CUST00270,Current,Delhi Branch,Open,2023-05-03,
ACC00752,CUST00558,Current,Jaipur Branch,Closed,2020-09-29,2023-12-01
ACC00753,CUST00385,NRI,Lucknow Branch,Open,2024-10-16,
ACC00754,CUST00438,NRI,Guwahati Branch,Open,2025-07-10,
ACC00755,CUST00628,Salary,Hyderabad Branch,Open,2025-02-17,
ACC00756,CUST00505,NRI,Guwahati Branch,Closed,2024-04-15,2025-03-07
ACC00757,CUST00344,Savings,Kochi Branch,Open,2024-07-01,
ACC00758,CUST00652,Salary,Bhopal Branch,Open,2019-11-01,
ACC00759,CUST00281,Current,Indore Branch,Open,2023-08-30,
ACC00760,CUST00067,Savings,Bhopal Branch,Open,2021-07-28,
